,profit
0,0.0
1,0.001698753999999969
2,0.001698753999999969
3,0.0003340590000000532
4,0.0003344189999998637
5,0.0003344189999998637
6,0.0003344189999998637
7,0.0003344189999998637
8,0.0011542629999998777
9,0.0011542629999998777
10,0.0011542629999998777
11,-0.001585817000000267
12,-0.00016128400000037235
13,-0.0005148840000002153
14,-0.0005148840000002153
15,-0.0005439390000001598
16,-0.0005439390000001598
17,-0.00036637900000002777
18,0.0019387009999998206
19,-0.0010590610000000833
20,-0.0028253550000002514
21,-0.0028253550000002514
22,-0.0033574950000002657
23,-0.0033574950000002657
24,-0.0033574950000002657
25,-0.0033574950000002657
26,-0.00477496700000013
27,-0.0037310990000001265
28,-0.003201371000000064
29,-0.003201371000000064
30,-0.003201371000000064
31,-0.003201371000000064
32,-0.003201371000000064
33,-0.005565851000000066
34,-0.006346615
35,-0.006346615
36,-0.006346615
37,-0.007013343999999977
38,-0.006790049999999881
39,-0.006790049999999881
40,-0.006790049999999881
41,-0.011610977999999883
42,-0.011610977999999883
43,-0.016217348999999825
44,-0.016217348999999825
45,-0.016217348999999825
46,-0.016217348999999825
47,-0.016217348999999825
48,-0.015705948999999775
49,-0.01290462399999981
50,-0.013489823999999873
51,-0.01412975999999988
52,-0.015921719999999917
53,-0.013683956000000053
54,-0.015813746000000073
55,-0.01579989500000012
56,-0.014228489000000288
57,-0.016396028000000396
58,-0.016396028000000396
59,-0.017518963000000443
60,-0.019464547000000332
61,-0.019672291000000452
62,-0.019672291000000452
63,-0.021206971000000352
64,-0.021068527000000392
65,-0.021068527000000392
66,-0.020952859000000323
67,-0.020583203000000383
68,-0.020583203000000383
69,-0.02036238300000026
70,-0.020032307000000138
71,-0.020032307000000138
72,-0.020032307000000138
73,-0.020032307000000138
74,-0.020032307000000138
75,-0.020032307000000138
76,-0.020032307000000138
77,-0.020032307000000138
78,-0.020032307000000138
79,-0.01947283600000016
80,-0.020800556000000192
81,-0.020800556000000192
82,-0.02066912700000023
83,-0.020673977000000177
84,-0.019891427000000128
85,-0.020684268000000117
86,-0.01843172400000015
87,-0.021111104000000158
88,-0.02170560400000021
89,-0.02170560400000021
90,-0.02170560400000021
91,-0.02170560400000021
92,-0.022121315000000252
93,-0.022121315000000252
94,-0.022121315000000252
95,-0.022121315000000252
96,-0.022121315000000252
97,-0.022121315000000252
98,-0.022112371000000408
99,-0.021531163000000242
100,-0.021531163000000242
101,-0.021531163000000242
102,-0.021531163000000242
103,-0.022781839000000415
104,-0.021114360000000443
105,-0.023218560000000443
106,-0.023218560000000443
107,-0.023218560000000443
108,-0.023218560000000443
109,-0.023218560000000443
110,-0.023218560000000443
111,-0.02261153400000049
112,-0.021584079000000478
113,-0.020188434000000477
114,-0.020188434000000477
115,-0.020188434000000477
116,-0.020188434000000477
117,-0.019016134000000462
118,-0.018613970000000424
119,-0.01764311700000043
120,-0.017682033000000486
121,-0.017682033000000486
122,-0.017682033000000486
123,-0.017682033000000486
124,-0.017682033000000486
125,-0.017682033000000486
126,-0.0187457250000006
127,-0.021466009000000397
128,-0.02036853700000052
129,-0.020145702000000543
130,-0.020145702000000543
131,-0.020145702000000543
132,-0.020145702000000543
133,-0.020145702000000543
134,0.07180651799999938
135,0.07180651799999938
136,0.06921795799999941
137,0.07199791399999911
138,0.07199791399999911
139,0.07199791399999911
140,0.06826070899999892
141,0.06826070899999892
