,profit
0,0.0
1,0.001698753999999969
2,0.0026524169999999625
3,0.0006959760000000426
4,0.0006963359999998531
5,0.001485139999999996
6,0.001485139999999996
7,0.001485139999999996
8,0.001485139999999996
9,0.001485139999999996
10,0.001485139999999996
11,0.001485139999999996
12,0.001485139999999996
13,-0.0002533850000000504
14,-0.0002533850000000504
15,-0.0002824399999999949
16,-0.0002824399999999949
17,-0.0002824399999999949
18,-0.0002824399999999949
19,-0.002829461000000033
20,-0.00459575500000009
21,-0.00459575500000009
22,-0.00459575500000009
23,-0.005142986999999932
24,-0.005142986999999932
25,-0.005142986999999932
26,-0.005903168999999986
27,-0.005903168999999986
28,-0.005376199999999942
29,-0.007006640000000064
30,-0.006314425000000012
31,-0.006314425000000012
32,-0.007203858999999979
33,-0.006642980999999937
34,-0.005862216999999892
35,-0.005862216999999892
36,-0.005862216999999892
37,-0.006528945999999869
38,-0.006752239999999854
39,-0.006752239999999854
40,-0.006752239999999854
41,-0.011573167999999856
42,-0.011573167999999856
43,-0.011573167999999856
44,-0.011573167999999856
45,-0.011573167999999856
46,-0.011573167999999856
47,-0.004682591999999874
48,-0.004682591999999874
49,-0.004040391999999837
50,-0.004040391999999837
51,-0.003995345999999955
52,-0.005811966000000002
53,-0.0035503960000000667
54,-0.005699998000000095
55,-0.005685985000000171
56,-0.0072736750000000905
57,-0.009451585000000207
58,-0.009248545000000163
59,-0.009248545000000163
60,-0.011299777000000066
61,-0.011509685000000158
62,-0.011509685000000158
63,-0.013060025000000142
64,-0.013199303000000162
65,-0.013199303000000162
66,-0.013082411000000183
67,-0.012708737000000303
68,-0.0132299210000002
69,-0.013800197000000125
70,-0.014133961000000195
71,-0.012512159000000245
72,-0.012512159000000245
73,-0.012512159000000245
74,-0.012512159000000245
75,-0.01249491100000022
76,-0.012120603000000285
77,-0.012120603000000285
78,-0.012120603000000285
79,-0.011936833000000369
80,-0.013278529000000372
81,-0.013278529000000372
82,-0.013145526000000296
83,-0.013150426000000381
84,-0.012359416000000345
85,-0.012359416000000345
86,-0.009885304000000206
87,-0.009885304000000206
88,-0.009885304000000206
89,-0.009885304000000206
90,-0.012570068000000156
91,-0.012570068000000156
92,-0.01337942900000022
93,-0.013417859000000254
94,-0.01210283900000031
95,-0.01210283900000031
96,-0.01210283900000031
97,-0.012706721000000143
98,-0.012706721000000143
99,-0.012467456000000099
100,-0.012700901000000098
101,-0.012700901000000098
102,-0.012700901000000098
103,-0.013561354000000136
104,-0.013561354000000136
105,-0.01596656800000018
106,-0.012231592000000124
107,-0.015519952000000115
108,-0.01619300800000012
109,-0.01619300800000012
110,-0.017966494000000166
111,-0.018982494000000294
112,-0.01794977000000042
113,-0.01794977000000042
114,-0.01794977000000042
115,-0.01794977000000042
116,-0.01794977000000042
117,-0.017067602000000348
118,-0.016663541000000337
119,-0.015692688000000343
120,-0.0157316040000004
121,-0.01698731400000053
122,-0.01698731400000053
123,-0.01698731400000053
124,-0.01698731400000053
125,-0.0174040050000005
126,-0.0174040050000005
127,-0.0174040050000005
128,-0.019898805000000408
129,-0.01967597000000043
130,-0.019077334000000445
131,-0.019077334000000445
132,-0.019077334000000445
133,-0.019077334000000445
134,0.06431213399999947
135,0.06641657399999934
136,0.06641657399999934
137,0.06641657399999934
138,0.06349604099999917
139,0.06349604099999917
140,0.06349604099999917
141,0.06349604099999917
142,0.06349604099999917
