Wall time,Step,Value
1597633400.1149461,18,1.0992637872695925
1597633409.351253,24,1.1003334522247314
1597633431.5848114,40,1.0988390445709229
1597633434.503009,42,1.0991190671920776
1597633438.4594324,45,1.0989075899124146
1597633453.4643164,56,1.0988482236862185
1597633474.5429635,71,1.097957968711853
1597633478.6230555,74,1.0978162288665771
1597633505.6238694,94,1.0960445404052734
1597633516.2285173,102,1.093352437019348
1597633521.7796793,106,1.0969481468200684
1597633548.7994401,126,1.0959944725036619
1597633588.7177188,155,1.097549557685852
1597633592.8985415,158,1.0976599454879759
1597633605.5517135,167,1.0976907014846802
1597633620.4638455,178,1.0960301160812378
1597633627.1858742,183,1.0979470014572144
1597633629.7420409,185,1.0950924158096311
1597633689.4713564,229,1.0992426872253418
1597633696.6002965,234,1.0966156721115112
1597633716.9199724,249,1.0981186628341677
1597633725.1808865,255,1.09716534614563
1597633732.1103609,260,1.098296284675598
1597633743.1558313,267,1.0943505764007568
1597633752.3173373,273,1.0948160886764526
1597633785.3230972,292,1.0982204675674438
1597633813.3890631,308,1.0957175493240356
1597633816.8478165,310,1.099516749382019
1597633832.23069,318,1.0976611375808716
1597633853.6584046,330,1.0984823703765871
1597633868.3640885,339,1.0951300859451294
1597633880.5854151,347,1.1003059148788452
1597633906.5031242,363,1.0958490371704102
1597633912.5569394,367,1.095745325088501
1597633991.555559,421,1.0985796451568604
1597633992.9897249,422,1.0956426858901978
1597634016.0002062,439,1.0944294929504397
1597634020.07232,442,1.0995736122131348
1597634024.208262,445,1.0950005054473877
1597634045.5900984,460,1.0939494371414185
1597634049.8886068,463,1.0972374677658079
1597634051.381615,464,1.0991164445877075
1597634065.034115,474,1.0925450325012207
1597634090.9986992,493,1.1006615161895752
1597634119.2092788,514,1.0974420309066772
1597634142.6835206,531,1.0907740592956543
1597634149.4633956,536,1.0924240350723269
1597634187.0459185,563,1.0942915678024292
1597634204.008569,573,1.0960482358932495
1597634214.4935381,579,1.0946259498596191
1597634226.5044267,586,1.0954658985137942
1597634228.08919,587,1.0943073034286501
1597634250.9191544,602,1.0977703332900999
1597634279.2514086,620,1.094030261039734
1597634282.4528494,622,1.096283197402954
1597634300.9932814,634,1.0925700664520264
1597634311.8562398,641,1.0908807516098022
1597634313.3023734,642,1.0954885482788086
1597634316.1517568,644,1.0926412343978882
1597634321.0087702,647,1.0945143699645996
1597634324.170318,649,1.099186658859253
1597634342.5222552,661,1.090967059135437
1597634358.5533955,671,1.0880297422409058
1597634384.2457075,688,1.0933058261871338
1597634420.091873,714,1.095668077468872
1597634425.8524725,718,1.0923986434936523
1597634432.44784,722,1.0923255681991575
1597634444.1764832,730,1.0864924192428589
1597634456.6122367,739,1.0903296470642092
1597634474.7148392,752,1.0897130966186523
1597634480.1493108,756,1.0937522649765017
1597634492.5122585,765,1.0970771312713623
1597634497.8529801,769,1.0937713384628296
1597634500.439066,771,1.091292142868042
1597634503.2256167,773,1.0922365188598633
1597634512.9376512,780,1.0926159620285034
1597634519.7873387,785,1.0878317356109621
1597634522.7573988,787,1.0983787775039673
1597634529.3627396,792,1.0873359441757202
1597634532.0016842,794,1.0909477472305298
1597634537.5448642,798,1.0906323194503784
1597634542.922488,802,1.0903538465499878
1597634551.187391,808,1.088039755821228
1597634552.5816636,809,1.0912317037582395
1597634583.9460838,832,1.0974180698394775
1597634589.5201821,836,1.0953304767608645
1597634635.0285158,869,1.090786337852478
1597634644.736562,876,1.0865217447280884
1597634652.8279293,882,1.0957413911819458
1597634671.666565,896,1.0889538526535034
1597634677.1947846,900,1.0994293689727783
1597634686.3981793,907,1.0925912857055664
1597634688.877551,909,1.0996873378753662
1597634697.2970414,915,1.0938128232955933
1597634700.1803336,917,1.091876745223999
1597634718.967107,931,1.088909387588501
1597634720.344425,932,1.0878161191940308
1597634734.4237845,942,1.0874089002609253
1597634738.5228248,945,1.0919721126556396
1597634750.7252026,954,1.086915373802185
1597634756.1227722,958,1.0950891971588137
1597634761.828518,962,1.09057879447937
1597634773.6848195,971,1.08473801612854
1597634774.8846118,972,1.092997908592224
1597634783.0667381,978,1.0901768207550049
1597634784.5148654,979,1.0918135643005369
1597634791.454314,984,1.0879294872283936
1597634816.1851962,1002,1.0936020612716677
1597634819.9710743,1005,1.094792366027832
1597634832.6731162,1014,1.0945169925689695
1597634873.8849368,1044,1.0876046419143677
1597634891.5866115,1057,1.091583251953125
1597634899.4346294,1063,1.088846206665039
1597634903.6742954,1066,1.090340256690979
1597634906.4488776,1068,1.0894538164138794
1597634911.8554232,1072,1.0937581062316897
1597634919.930833,1078,1.0939399003982544
1597634926.7675562,1083,1.088807225227356
1597634939.8715305,1093,1.0954328775405884
1597634947.854181,1099,1.0909237861633299
1597634954.4764762,1104,1.0927345752716064
1597634968.005307,1114,1.0929629802703855
1597635023.974674,1156,1.0925005674362185
1597635030.1970382,1160,1.0896821022033691
1597635031.815711,1161,1.0895833969116209
1597635033.1810606,1162,1.0949332714080808
1597635058.1822207,1180,1.087983012199402
1597635075.6684713,1193,1.0906721353530884
1597635093.13677,1206,1.083496332168579
1597635128.2997622,1232,1.0899370908737185
1597635144.1643484,1244,1.1006581783294678
1597635159.0924387,1255,1.091640830039978
1597635163.030909,1258,1.0881940126419067
1597635167.0910535,1261,1.0953160524368286
1597635193.9931324,1281,1.0945672988891602
1597635201.798265,1287,1.0988420248031616
1597635211.2270575,1294,1.0955356359481812
1597635219.118958,1300,1.091317653656006
1597635240.317285,1316,1.0870105028152466
1597635244.4442525,1319,1.0933984518051147
1597635259.0601766,1330,1.0929256677627563
1597635262.6585562,1333,1.0901710987091064
1597635266.6369195,1336,1.0886482000350952
1597635267.8895707,1337,1.0893044471740725
1597635332.13581,1385,1.0919289588928225
1597635335.9097204,1388,1.0907800197601318
1597635339.8761165,1391,1.0945435762405396
1597635341.2115462,1392,1.092352032661438
1597635370.7226484,1414,1.091602802276611
1597635386.8864348,1426,1.0942667722702026
1597635389.5253794,1428,1.0909955501556396
1597635400.076172,1436,1.088591456413269
1597635405.3959498,1440,1.087357759475708
