Wall time,Step,Value
1598089105.8386607,43,0.6359999775886536
1598089122.2698832,46,0.6679999828338623
1598089213.114641,72,0.5580000281333923
1598089296.671555,95,0.6660000085830688
1598089534.4178753,159,0.6420000195503235
1598089569.750362,168,0.6729999780654907
1598089807.061168,230,0.628000020980835
1598089823.297887,235,0.46000000834465027
1598089900.1299708,256,0.6439999938011169
1598089964.8818872,274,0.6290000081062317
1598090097.2350676,309,0.6370000243186951
1598090102.7413378,311,0.6320000290870667
1598090133.9646115,319,0.6209999918937683
1598090527.4852767,422,0.7269999980926514
1598090662.730089,461,0.7279999852180481
1598090720.1400998,475,0.6380000114440918
1598090959.2126899,537,0.6690000295639038
1598091134.4956837,580,0.6000000238418579
1598091157.9286542,587,0.6620000004768372
1598091343.3787267,635,0.6460000276565552
1598091395.4646447,648,0.7070000171661377
1598091486.5947251,672,0.6579999923706055
1598091656.0034792,715,0.6539999842643738
1598091688.837194,723,0.5770000219345093
1598091871.3200977,772,0.656000018119812
1598091918.6928897,786,0.6549999713897705
1598091985.1504138,803,0.6349999904632568
1598092004.704921,809,0.6439999938011169
1598092114.630462,837,0.6679999828338623
1598092520.5910697,946,0.6150000095367432
1598092621.4489574,972,0.6830000281333923
1598092783.1541905,1015,0.6940000057220459
1598092962.1652417,1067,0.6179999709129333
1598093099.5403159,1105,0.6330000162124634
1598093376.8435771,1181,0.5339999794960022
1598093659.9771895,1262,0.6909999847412109
1598093863.866857,1317,0.6470000147819519
1598093876.7828057,1320,0.6129999756813049
1598093925.3986588,1334,0.6449999809265137
1598093937.5970047,1338,0.5770000219345093
1598094100.166805,1386,0.5879999995231628
1598094127.6996717,1393,0.5770000219345093
1598094287.1738775,1437,0.6629999876022339
1598094388.4258265,1467,0.6100000143051147
1598094592.6677787,1524,0.6430000066757202
1598094690.5446424,1553,0.6729999780654907
1598094750.7927275,1569,0.6700000166893005
1598094809.4988875,1585,0.6290000081062317
1598095009.0989575,1641,0.6439999938011169
1598095189.8176808,1692,0.5920000076293945
1598095250.1166031,1710,0.6579999923706055
1598095284.2570744,1719,0.597000002861023
1598095338.930938,1735,0.6240000128746033
1598095344.8717961,1738,0.6579999923706055
1598095501.607584,1782,0.6779999732971191
1598095724.3466845,1845,0.6600000262260437
1598095802.8048146,1867,0.6769999861717224
1598095810.9059596,1870,0.6230000257492065
1598095839.343986,1878,0.6830000281333923
1598095985.9030573,1918,0.6460000276565552
1598096041.5585155,1935,0.6639999747276306
1598096087.0048568,1948,0.652999997138977
1598096387.1797955,2037,0.6389999985694885
1598096593.8173757,2097,0.6470000147819519
1598096918.9579258,2188,0.6169999837875366
1598096962.581478,2200,0.6520000100135803
1598097076.9441938,2232,0.7350000143051147
1598097102.145089,2238,0.6819999814033508
1598097172.3254907,2258,0.7020000219345093
1598097194.6120741,2263,0.6290000081062317
1598097344.1329806,2308,0.6790000200271606
1598097391.3109004,2320,0.6740000247955322
1598097517.8450663,2355,0.6759999990463257
1598097642.7733483,2390,0.7080000042915344
1598097647.065094,2391,0.6299999952316284
1598097816.198707,2437,0.6439999938011169
1598097872.4644966,2454,0.6420000195503235
1598097882.0554702,2456,0.6340000033378601
1598097895.187296,2461,0.6480000019073486
1598097986.0215847,2486,0.6890000104904175
1598097993.7475555,2487,0.6570000052452087
1598098028.7681663,2499,0.5270000100135803
1598098050.5142634,2504,0.6330000162124634
1598098145.888507,2533,0.6919999718666077
1598098200.8812554,2548,0.6850000023841858
1598098225.6389382,2554,0.6539999842643738
1598098708.2777512,2686,0.5950000286102295
1598098917.6502526,2741,0.6570000052452087
1598099098.7440794,2790,0.6769999861717224
1598099473.0874949,2897,0.6320000290870667
1598099735.7248182,2968,0.6399999856948853
1598100000.783256,3039,0.6869999766349792
1598100007.859659,3042,0.6320000290870667
1598100226.1742737,3100,0.6650000214576721
1598100454.4651177,3162,0.6499999761581421
1598100705.4363341,3231,0.6240000128746033
1598100755.163168,3245,0.6690000295639038
1598100761.1661966,3247,0.6809999942779541
1598100768.9414587,3248,0.5809999704360962
1598100992.0697594,3306,0.6909999847412109
1598101634.0539753,3481,0.6549999713897705
1598102068.6768045,3601,0.6800000071525574
1598102134.3276217,3619,0.656000018119812
1598102137.7444303,3621,0.6499999761581421
1598102330.5440607,3671,0.6439999938011169
1598102602.0297196,3742,0.6389999985694885
1598102802.6768765,3794,0.652999997138977
1598102877.5301683,3815,0.7129999995231628
1598102902.7704067,3822,0.5600000023841858
1598103299.1862988,3929,0.7049999833106995
1598103405.2487853,3957,0.6380000114440918
1598103510.800484,3985,0.6800000071525574
1598103696.743943,4037,0.6589999794960022
1598103939.0777662,4099,0.6359999775886536
1598104322.823886,4197,0.6779999732971191
1598104443.4290304,4228,0.6990000009536743
1598104459.6199071,4233,0.6019999980926514
1598104719.2401984,4305,0.7049999833106995
1598104767.1378167,4318,0.621999979019165
1598104773.5389519,4320,0.6019999980926514
1598105058.9289846,4401,0.6869999766349792
1598105416.731193,4493,0.5879999995231628
1598105485.8910022,4510,0.6679999828338623
1598105561.1987042,4531,0.6320000290870667
1598105933.6750607,4629,0.6150000095367432
