,total_step,profit,max_drawdown
0,500.0,0.006996768999999459,0.0371397903026777
1,500.0,-0.0442962100000005,0.055915329626869244
2,500.0,0.008419615000001102,0.02135816707593219
3,500.0,-0.03649486400000068,0.05586683361944316
4,500.0,0.004248892999999976,0.014259213275120128
5,500.0,0.02056220500000072,0.01682875977516831
6,500.0,-0.02163668999999957,0.03530648604504938
7,500.0,0.016250253999999353,0.007882101633004446
8,500.0,-0.026337089999999286,0.058588838247465344
9,500.0,-0.014808721000000413,0.029757456838260626
10,500.0,0.03747976999999936,0.017635477738206347
11,500.0,0.020943948000000212,0.032183248990285414
12,500.0,0.02771519799999922,0.02831212506542981
13,500.0,-0.006785304999999298,0.015814427921483718
14,500.0,0.028505553000001127,0.010984875022396595
15,500.0,0.04069670899999922,0.00907438350952048
16,500.0,0.008092521999998992,0.056060146751106606
17,500.0,0.004654892000000466,0.02030900960738915
18,500.0,0.005934661000000396,0.020300488916554817
19,500.0,0.13359279599999963,0.03582623257134454
20,500.0,-0.010024821000000461,0.013088227040357508
21,500.0,-0.03755487000000035,0.03755387000000034
22,500.0,-0.007486516999999804,0.027070839171942584
23,500.0,0.008141337999999942,0.03509938649692731
24,500.0,0.007795862000001819,0.009498540992540765
25,500.0,-0.00803541899999971,0.03362031993308069
26,500.0,0.0428892979999993,0.015301792145337615
27,500.0,0.030549969999999593,0.025956432309490685
28,500.0,0.027087706999999295,0.025213254051886357
29,500.0,-0.028074355000000772,0.036597534413362845
30,500.0,0.006846631999998687,0.03577862086314544
31,500.0,-0.017834664000000888,0.04199361173016855
32,500.0,-0.02160050499999988,0.029568375777618148
33,500.0,0.012510741999999464,0.007902116999999853
34,500.0,0.0011708699999988248,0.03943991517680408
35,500.0,-0.01759892000000074,0.01858109688789625
36,500.0,0.018417165999999874,0.014962255885351817
37,500.0,-0.01381903399999962,0.03900285978642449
38,500.0,-0.011696810000001223,0.03169717952230677
39,500.0,-7.371800000066653e-05,0.015162291407928281
40,500.0,0.0013538450000003532,0.029440911412790653
41,500.0,-0.01729321899999925,0.03346117607947509
42,500.0,-0.001003435000000552,0.03719174399394555
43,500.0,0.030293895999999876,0.01531275589387621
44,500.0,0.019471024999998754,0.017047689813864213
45,500.0,-0.005245876999998789,0.018258180158523634
46,500.0,0.005575867999999984,0.019287721248588262
47,500.0,0.02197825200000003,0.020202151099233963
48,500.0,0.08628373499999853,0.030348046905827795
49,500.0,-0.02480218099999909,0.03077231699999899
50,500.0,0.022313188999999234,0.027107059059750655
51,500.0,0.01404399699999992,0.05017579210796867
52,500.0,-0.03989188999999915,0.09489145890497976
53,500.0,-0.01821908100000036,0.04070392623661178
54,500.0,-0.016894846000000463,0.04226229983310293
55,500.0,-0.019645226999999488,0.04486496498899117
56,500.0,0.01752651499999991,0.02511746179881906
57,500.0,-0.0039016730000003275,0.027326424812600253
58,500.0,-0.05000844100000024,0.07637127877170902
59,500.0,-0.007773951999999418,0.027081200831976886
60,500.0,0.03149064100000021,0.012214875358765335
61,500.0,-0.01314435699999994,0.020959958890500927
62,500.0,-0.006778649999999553,0.028406373088989065
63,500.0,0.0368016640000004,0.006670085889503711
64,1000.0,0.014107003000000784,0.01713552108725075
65,1000.0,0.0012413340000003714,0.05222202872834189
66,1000.0,0.03366719300000298,0.017743810358141727
67,1000.0,-0.016643397000000948,0.046405167439733275
68,1000.0,0.04849706399999976,0.020278527556292343
69,1000.0,0.033929231000001,0.013965915554414586
70,1000.0,0.01703237400000024,0.05222738420946867
71,1000.0,0.10415002500000181,0.037645880200977554
72,1000.0,-0.008868002999998792,0.04560120027966689
73,1000.0,-0.007665962000001025,0.029905628584025033
74,1000.0,-0.0724325640000002,0.0829120869671682
75,1000.0,0.018622812000001376,0.02887547093412757
76,1000.0,0.12721792699999823,0.020331441276550684
77,1000.0,0.012289750000000765,0.0330379959584134
78,1000.0,0.04303464399999979,0.014817539757968833
79,1000.0,-0.004121789999999903,0.04579444496473816
80,1000.0,0.034890687999999725,0.025962827820034274
81,1000.0,0.02476073400000156,0.013213420077500024
82,1000.0,0.013468897999999063,0.017381906806895844
83,1000.0,0.07624033299999944,0.0759897587248647
84,1000.0,-0.000887263999999055,0.04079014310493983
85,1000.0,-0.035227528000000397,0.0458521746337091
86,1000.0,0.02418998299999897,0.015789747322485555
87,1000.0,0.031481202999998015,0.01517611028329506
88,1000.0,-0.007328191999999234,0.04911983050045408
89,1000.0,-0.011898622999999442,0.05170010897702995
90,1000.0,0.017547948999999452,0.017399806370754133
91,1000.0,-0.03810617200000033,0.06936569739805507
92,1000.0,-0.02024982400000086,0.05966260943327843
93,1000.0,0.0010348970000029212,0.039562901958258886
94,1000.0,-0.027163804000001623,0.058743833169983765
95,1000.0,-0.016673906999999932,0.03466645225899262
96,1000.0,0.022791649000001524,0.02872131471512415
97,1000.0,0.06257936499999817,0.05095527777878565
98,1000.0,0.06540944800000181,0.016763208009201565
99,1000.0,-0.00026347799999937305,0.02712105362989788
100,1000.0,-0.020464807000001195,0.043960931314572675
101,1000.0,0.011623195999999725,0.01805428199662074
102,1000.0,0.044890704999999365,0.026098024164028132
103,1000.0,0.07043557500000075,0.017639393174383785
104,1000.0,-0.08751050700000196,0.08750950700000196
105,1000.0,-0.06967338500000142,0.09905825756166502
106,1000.0,-0.0571122220000011,0.07708705690186413
107,1000.0,0.04930781399999806,0.022051541206906614
108,1000.0,-0.009689697999999414,0.02635015677480257
109,1000.0,-0.02338368200000107,0.06978569441879609
110,1000.0,0.0598213780000012,0.04139050729363398
111,1000.0,-0.018487637000001,0.03631379545875708
112,1000.0,-0.0011304080000000827,0.03964245599999954
113,1000.0,0.08212079699999975,0.0238390922423017
114,1000.0,0.06708967899999996,0.07587993044536419
115,1000.0,0.010940228999999801,0.019180406687141698
116,1000.0,-0.00964093700000046,0.05422996622528478
117,1000.0,-0.03416613500000165,0.05566261520164574
118,1000.0,0.08363593400000013,0.024153910818802728
119,1000.0,0.03688870100000008,0.025903675135807543
120,1000.0,-0.06251355499999989,0.06683935700000007
121,1000.0,0.05572706099999736,0.051937841196781846
122,1000.0,0.02655375700000029,0.031344279377449935
123,1000.0,0.01424481600000016,0.017120949250235874
124,1000.0,-0.058997649000000374,0.08592578800000017
125,1000.0,0.07619802400000042,0.023847129953079874
126,1000.0,0.020129732999999872,0.01981193207240445
127,1000.0,0.039061885999999824,0.013255168577198646
128,1500.0,0.03164276599999982,0.02777391906390061
129,1500.0,0.055818288999998744,0.014664903130311492
130,1500.0,0.03621108800000106,0.02789093969906977
131,1500.0,0.04914188900000105,0.012880395982217213
132,1500.0,-0.07129949400000057,0.07352755982336466
133,1500.0,0.0008536749999996651,0.05847633812906221
134,1500.0,0.020310940999999305,0.062268419209389955
135,1500.0,0.01388773700000101,0.032671974338776326
136,1500.0,0.10854195099999919,0.03058176611746535
137,1500.0,0.02643571099999975,0.03163291793547707
138,1500.0,-0.0013190820000006376,0.040672459017657904
139,1500.0,-0.005072598999998679,0.03166350652946566
140,1500.0,-0.04678237399999852,0.07620791069107463
141,1500.0,0.09024924900000109,0.04138633482595633
142,1500.0,0.0671628470000003,0.03754722560804286
143,1500.0,-0.03927381600000024,0.07525193532281148
144,1500.0,-0.03799213800000023,0.05116981452673907
145,1500.0,-0.016995379999999782,0.059711331163425745
146,1500.0,0.031475544000000744,0.031313352240802526
147,1500.0,0.06145828699999911,0.06056241290944991
148,1500.0,-0.010809866000000778,0.05559508058023535
149,1500.0,-0.04917566899999981,0.07519864871111714
150,1500.0,-0.03383772100000182,0.04040247021158615
151,1500.0,0.06689321299999862,0.012658425123350555
152,1500.0,0.016715570000000124,0.023936278068981735
153,1500.0,0.018379914000001163,0.0293681069885632
154,1500.0,0.059270442999999506,0.02445648021292117
155,1500.0,0.06017896000000089,0.037851070877568775
156,1500.0,0.06701544199999754,0.06061774275466502
157,1500.0,0.04515824600000107,0.03131827665478851
158,1500.0,-0.032920644000002275,0.046573162022917496
159,1500.0,-0.022746481999999957,0.05475331851544686
160,1500.0,0.02476831499999932,0.01804253766852315
161,1500.0,0.07057111499999857,0.025929077078233286
162,1500.0,0.0868758169999988,0.060629588132295506
163,1500.0,0.037899880000000996,0.02475791115933365
164,1500.0,0.024911712000001307,0.026435564931897026
165,1500.0,-0.03304500599999993,0.0874689893864316
166,1500.0,-0.04064685800000134,0.1052649351268808
167,1500.0,-0.010472838000001428,0.056640761668900454
168,1500.0,-0.07225697800000175,0.10480849073594961
169,1500.0,0.09318514800000122,0.05601849323083135
170,1500.0,-0.0036799970000006565,0.09768853225029099
171,1500.0,0.0410703960000014,0.013040820017957802
172,1500.0,0.05033952899999994,0.02795191841150884
173,1500.0,-0.019547599000000138,0.03689017309265571
174,1500.0,-0.006888156000000256,0.0818871869999998
175,1500.0,-0.09166010600000085,0.10901353241783378
176,1500.0,0.084998023999999,0.04586528322206631
177,1500.0,0.05097054100000187,0.09112029855712356
178,1500.0,-0.009709189999998813,0.049590008675246065
179,1500.0,-0.03255569299999972,0.08743659936489682
180,1500.0,-0.04054116300000066,0.10140142577526004
181,1500.0,0.08552374199999946,0.025891419442832332
182,1500.0,0.019724797999999932,0.038589185332155364
183,1500.0,0.08129446600000034,0.09110592671919998
184,1500.0,0.004494926000000232,0.04558079023298404
185,1500.0,0.004496369000000389,0.0618797213457704
186,1500.0,0.02223656600000057,0.03757399358739252
187,1500.0,0.052820318999998284,0.025940110142860448
188,1500.0,0.06976110700000016,0.01267351360666676
189,1500.0,-0.05936668500000142,0.07336628621581834
190,1500.0,-0.08093175300000044,0.11238756165441112
