,prices,profit,signal
0,3471.8140000000003,0.0,-1.0
1,3471.875,0.0046155150000000145,-1.0
2,3449.6490000000003,0.009586779000000156,1.0
3,3447.9829999999997,0.010699804000000146,-1.0
4,3456.9240000000004,0.010699804000000146,-1.0
5,3456.822,0.010699804000000146,-1.0
6,3451.077,0.009044224000000156,1.0
7,3458.059,0.010365063999999924,-1.0
8,3459.192,0.010397680000000076,1.0
9,3459.908,0.010397680000000076,1.0
10,3459.8740000000003,0.010397680000000076,1.0
11,3457.909,0.010397680000000076,1.0
12,3458.8709999999996,0.010397680000000076,1.0
13,3446.009,0.010397680000000076,1.0
14,3434.993,0.0060505950000000475,-1.0
15,3440.973,0.0060505950000000475,-1.0
16,3442.967,0.005004320999999923,1.0
17,3442.072,0.005004320999999923,1.0
18,3443.1040000000003,0.005004320999999923,1.0
19,3444.007,0.005004320999999923,1.0
20,3442.158,0.003580769000000039,0.0
21,3438.123,0.003580769000000039,1.0
22,3431.159,0.003580769000000039,1.0
23,3435.9829999999997,0.0023946319999998966,0.0
24,3434.1020000000003,0.0023946319999998966,1.0
25,3437.011,0.0023946319999998966,1.0
26,3437.079,0.0023946319999998966,1.0
27,3432.156,0.0023946319999998966,1.0
28,3431.16,0.0023946319999998966,1.0
29,3434.22,0.0016337179999998952,0.0
30,3432.259,0.0016337179999998952,1.0
31,3431.2459999999996,0.0016337179999998952,1.0
32,3432.2090000000003,0.0020217429999997982,0.0
33,3436.3340000000003,0.0020217429999997982,-1.0
34,3437.297,0.0020217429999997982,-1.0
35,3439.2259999999997,0.0027482869999999604,1.0
36,3434.342,0.0027482869999999604,1.0
37,3432.348,0.0027482869999999604,1.0
38,3426.535,0.0027482869999999604,1.0
39,3429.618,0.0006985909999999151,-1.0
40,3429.58,0.0012665409999998989,1.0
41,3428.548,0.0012665409999998989,1.0
42,3432.4809999999998,0.0012665409999998989,1.0
43,3433.335,0.0012665409999998989,1.0
44,3433.2740000000003,0.0012665409999998989,1.0
45,3434.135,0.0012665409999998989,1.0
46,3432.2090000000003,0.0012665409999998989,1.0
47,3422.691,0.0012665409999998989,1.0
48,3411.8320000000003,-0.006187139000000119,-1.0
49,3395.745,-0.006187139000000119,-1.0
50,3392.784,-0.006187139000000119,-1.0
51,3384.9640000000004,0.0008140610000000326,1.0
52,3375.782,-0.0034128190000000114,-1.0
53,3367.9240000000004,-0.0034128190000000114,-1.0
54,3373.883,-0.0034128190000000114,-1.0
55,3374.8779999999997,-0.0034128190000000114,-1.0
56,3376.073,-0.003200613999999935,1.0
57,3376.795,-0.003200613999999935,1.0
58,3377.867,-0.003200613999999935,1.0
59,3371.9990000000003,-0.003200613999999935,1.0
60,3371.875,-0.003200613999999935,1.0
61,3367.782,-0.003200613999999935,1.0
